,resnet50-0,resnet50-1,resnet50-2,resnet50-3
13981,1,1,1,0
13982,1,1,1,0
13983,0,1,1,0
13984,1,1,0,1
13985,1,1,1,1
13986,0,0,0,0
13987,0,1,0,1
13988,1,0,0,1
13989,0,1,0,0
13990,0,0,1,0
13991,0,0,1,1
13992,1,0,0,1
13993,0,1,1,1
13994,1,1,0,1
13995,0,1,0,1
13996,1,1,0,0
13997,1,1,0,0
13998,0,0,1,1
13999,0,0,0,1
14000,0,1,1,1
14001,0,0,1,1
14002,1,1,1,0
14003,1,0,0,0
14004,0,0,1,1
14005,1,1,0,1
14006,1,0,0,1
14007,1,0,0,1
14008,1,1,0,0
14009,0,1,1,1
14010,1,1,0,0
14011,1,1,0,1
14012,0,1,0,0
14013,0,0,0,1
14014,1,0,1,1
14015,0,0,0,0
14016,1,0,1,0
14017,1,1,1,1
14018,1,1,1,1
14019,1,0,1,1
14020,1,1,1,0
14021,1,1,1,1
14022,1,0,0,1
14023,0,1,0,0
14024,1,1,0,1
14025,1,0,0,1
14026,0,0,0,0
14027,0,0,1,1
14028,1,0,0,1
14029,0,1,1,1
14030,1,1,1,0
14031,0,0,0,0
14032,0,0,0,0
14033,0,0,1,0
14034,1,1,1,1
14035,1,0,0,1
14036,0,1,0,1
14037,1,0,0,0
14038,0,1,1,1
14039,1,0,1,1
14040,1,0,0,1
14041,0,1,1,1
14042,0,1,0,1
14043,1,0,0,1
14044,1,1,0,0
14045,1,0,1,0
14046,1,0,0,1
14047,0,1,1,0
14048,1,0,0,1
14049,1,0,0,0
14050,0,1,1,0
14051,0,0,1,1
14052,0,1,0,0
14053,1,1,1,1
14054,0,1,0,1
14055,1,0,0,0
14056,0,1,0,0
14057,1,1,1,0
14058,1,0,0,0
14059,1,1,1,0
14060,0,1,1,1
14061,1,0,0,1
14062,0,1,0,1
14063,0,0,0,0
14064,0,0,1,0
14065,1,1,0,1
14066,0,1,1,1
14067,0,1,0,1
14068,1,1,0,1
14069,0,1,0,0
14070,0,0,1,0
14071,1,0,0,1
14072,1,0,0,1
14073,0,1,0,1
14074,1,0,0,1
14075,1,1,1,1
14076,0,1,1,1
14077,1,1,1,0
14078,0,1,0,1
14079,0,1,0,0
14080,0,0,1,0
14081,1,1,1,0
14082,1,1,0,1
14083,1,1,1,1
14084,1,0,0,0
14085,0,0,1,1
14086,1,1,0,0
14087,0,1,1,1
14088,1,1,1,0
14089,1,0,1,0
14090,1,1,1,1
14091,0,0,1,1
14092,1,0,0,1
14093,0,0,1,1
14094,1,1,1,1
14095,1,1,0,0
14096,1,0,0,1
14097,1,1,0,0
14098,1,1,0,1
14099,1,1,1,1
14100,1,1,1,1
14101,1,1,0,1
14102,1,1,0,0
14103,0,0,0,0
14104,0,1,1,1
14105,0,1,1,1
14106,0,1,0,1
14107,0,0,1,1
14108,0,0,1,0
14109,1,1,0,0
14110,1,0,1,1
14111,1,0,0,1
14112,1,0,1,0
14113,1,1,0,1
14114,0,0,0,1
14115,1,0,1,0
14116,0,0,1,0
14117,1,0,0,1
14118,0,0,1,1
14119,0,1,1,1
14120,0,1,0,0
14121,0,0,1,0
14122,0,0,1,0
14123,1,0,0,0
14124,1,0,1,0
14125,0,0,0,0
14126,1,1,1,0
14127,0,0,1,1
14128,0,0,0,1
14129,0,1,0,1
14130,1,1,0,0
14131,0,1,0,0
14132,0,1,1,0
14133,0,0,1,1
14134,0,1,1,1
14135,0,1,0,1
14136,1,1,1,1
14137,0,0,0,1
14138,0,0,0,0
14139,1,1,1,0
14140,0,0,0,1
14141,1,0,0,1
14142,0,1,1,1
14143,1,1,1,0
14144,1,1,0,0
14145,1,1,0,1
14146,0,1,0,1
14147,1,1,1,1
14148,0,0,0,0
14149,1,0,1,1
14150,1,0,0,0
14151,1,1,0,0
14152,0,1,1,1
14153,0,0,0,1
14154,0,0,1,1
14155,0,0,0,0
14156,0,1,0,1
14157,0,0,0,0
14158,1,0,0,0
14159,0,0,1,0
14160,0,0,1,1
14161,0,0,1,0
14162,1,1,1,1
14163,0,0,1,1
14164,0,1,1,1
14165,1,0,0,1
14166,1,0,1,1
14167,1,0,0,1
14168,1,0,0,0
14169,0,0,0,1
14170,1,1,1,1
14171,0,0,1,1
14172,1,1,1,0
14173,1,1,1,1
14174,0,1,1,0
14175,0,1,1,0
14176,1,1,0,0
14177,1,1,1,1
14178,1,1,1,1
14179,1,1,1,0
14180,1,1,1,1
14181,0,1,1,1
14182,1,1,0,1
14183,1,1,0,1
14184,1,1,1,0
14185,0,0,0,0
14186,0,0,0,1
14187,0,1,0,1
14188,1,1,1,1
14189,1,0,0,0
14190,0,0,1,0
14191,1,1,0,0
14192,0,1,0,1
14193,1,0,1,1
14194,1,0,0,1
14195,1,1,1,1
14196,0,0,0,0
14197,1,0,1,1
14198,1,1,1,1
14199,0,1,0,0
14200,1,1,0,1
14201,1,1,0,1
14202,1,1,1,0
14203,0,1,0,0
14204,0,1,0,0
14205,1,1,1,1
14206,1,0,0,1
14207,1,0,0,0
14208,1,0,0,0
14209,1,0,0,1
14210,0,1,0,0
14211,1,0,0,1
14212,1,0,1,1
14213,0,1,0,0
14214,1,1,1,0
14215,1,1,1,0
14216,1,1,0,0
14217,1,0,1,0
14218,1,1,1,0
14219,0,1,1,0
14220,1,1,0,0
14221,0,0,1,1
14222,1,1,0,0
14223,0,1,1,0
14224,1,1,1,0
14225,1,0,1,1
14226,0,1,0,1
14227,0,0,1,0
14228,0,0,1,0
14229,1,1,0,1
14230,1,0,1,0
14231,1,1,0,1
14232,1,0,1,1
14233,1,1,1,0
14234,1,1,1,0
14235,1,1,1,0
14236,1,1,0,0
14237,0,1,1,0
14238,0,1,0,1
14239,1,0,0,0
14240,1,1,0,0
14241,0,0,0,0
14242,1,1,0,0
14243,0,1,1,1
14244,0,0,0,1
14245,0,1,0,1
14246,0,1,1,0
14247,1,0,0,1
14248,0,1,0,1
14249,0,1,0,0
14250,1,0,1,1
14251,0,1,1,1
14252,1,1,0,1
14253,1,1,1,0
14254,1,1,0,0
14255,1,1,0,1
14256,0,0,1,1
14257,1,1,0,1
14258,1,1,1,1
14259,0,0,1,1
14260,1,0,0,0
14261,1,0,1,0
14262,0,1,0,1
14263,1,1,0,1
14264,0,1,1,1
14265,1,1,1,1
14266,1,0,0,0
14267,1,1,1,1
14268,0,1,0,1
14269,0,0,1,0
14270,0,1,0,1
14271,1,0,1,1
14272,0,0,0,0
14273,1,0,1,0
14274,1,0,1,1
14275,0,0,0,1
14276,0,0,0,0
14277,1,0,0,1
14278,1,1,1,0
14279,1,0,1,1
14280,0,0,0,0
14281,1,0,0,1
14282,0,1,1,1
14283,1,1,1,1
14284,1,1,0,0
14285,1,1,1,1
14286,1,0,0,0
14287,1,1,0,0
14288,1,0,0,1
14289,1,0,1,1
14290,1,1,0,0
14291,1,1,1,1
14292,1,0,0,1
14293,1,1,0,1
14294,0,0,1,1
14295,1,0,1,0
14296,0,1,0,1
14297,1,0,1,0
14298,1,1,1,0
14299,0,1,0,0
14300,0,0,0,1
14301,1,1,0,0
14302,1,0,0,1
14303,0,1,0,1
14304,0,0,0,0
14305,0,1,1,1
14306,0,1,0,1
14307,0,0,0,0
14308,0,1,0,0
14309,0,1,0,1
14310,0,1,1,1
14311,1,0,0,1
14312,0,1,0,0
14313,0,0,0,0
14314,0,0,0,0
14315,0,0,1,1
14316,1,0,0,1
14317,0,0,1,1
14318,1,0,0,1
14319,1,0,1,0
14320,0,1,1,1
14321,0,0,0,0
14322,0,0,1,1
14323,1,0,1,0
14324,0,1,1,1
14325,0,0,1,0
14326,1,1,1,0
14327,0,0,1,1
14328,0,1,1,1
14329,0,1,0,0
14330,0,0,0,1
14331,0,0,1,0
14332,1,1,1,0
14333,0,1,1,0
14334,0,0,0,1
14335,0,1,0,0
14336,1,0,0,1
14337,0,0,0,0
14338,1,1,1,0
14339,1,0,0,1
14340,0,1,1,0
14341,0,1,1,0
14342,1,1,1,1
14343,0,0,0,1
14344,0,0,1,0
14345,1,1,0,0
14346,0,1,1,0
14347,0,0,0,1
14348,1,0,0,0
14349,1,1,1,0
14350,1,0,0,1
14351,0,1,0,1
14352,1,1,1,1
14353,1,1,1,0
14354,0,1,0,1
14355,0,1,1,0
14356,1,1,0,0
14357,1,0,1,1
14358,1,1,0,0
14359,0,1,1,1
14360,0,1,1,0
14361,1,1,1,0
14362,0,0,0,1
14363,1,1,0,0
14364,1,0,1,0
14365,0,1,1,0
14366,0,0,1,0
14367,1,0,0,0
14368,0,0,0,0
14369,0,1,1,1
14370,1,1,0,0
14371,0,1,1,1
14372,1,1,1,0
14373,0,1,0,0
14374,1,1,0,0
14375,1,1,0,0
14376,1,0,0,1
14377,1,1,0,0
14378,1,0,0,1
14379,1,1,0,1
14380,0,0,0,0
14381,0,1,0,1
14382,0,1,1,1
14383,0,1,0,1
14384,1,0,0,1
14385,0,1,0,0
14386,0,0,1,1
14387,1,1,1,0
14388,0,1,1,1
14389,0,1,0,1
14390,0,0,0,1
14391,0,0,1,1
14392,1,1,1,1
14393,0,0,1,0
14394,1,0,1,0
14395,0,1,0,0
14396,1,0,0,1
14397,0,1,1,0
14398,1,1,1,0
14399,1,1,0,1
14400,1,1,0,0
14401,1,0,1,0
14402,0,0,0,1
14403,1,1,0,1
14404,0,0,0,1
14405,1,0,1,0
14406,0,0,1,0
14407,0,0,1,1
14408,0,1,1,0
14409,1,0,0,1
14410,0,1,0,1
14411,1,0,1,1
14412,1,1,1,1
14413,0,1,0,0
14414,0,0,0,0
14415,1,1,1,1
14416,1,1,0,0
14417,1,1,0,1
14418,0,1,0,1
14419,0,1,0,1
14420,1,1,1,1
14421,1,0,0,0
14422,1,1,1,0
14423,0,1,0,0
14424,1,0,1,1
14425,1,1,0,1
14426,0,1,1,1
14427,1,0,0,0
14428,0,1,0,1
14429,0,0,1,1
14430,1,1,1,0
14431,1,1,0,0
14432,0,0,0,0
14433,1,1,1,0
14434,0,1,1,0
14435,0,1,1,1
14436,1,1,1,0
14437,0,1,1,1
14438,1,0,0,0
14439,1,1,1,1
14440,1,1,1,1
14441,0,0,0,1
14442,0,1,1,0
14443,0,1,0,0
14444,1,1,0,1
14445,1,0,0,1
14446,1,1,0,0
14447,1,1,1,0
14448,0,0,1,1
14449,0,1,1,0
14450,0,1,0,1
14451,1,1,0,1
14452,1,1,0,0
14453,0,0,1,0
14454,1,0,1,0
14455,1,1,0,0
14456,0,1,1,0
14457,1,1,0,1
14458,1,1,1,1
14459,0,0,0,1
14460,1,1,1,0
14461,1,0,0,1
14462,1,1,1,1
14463,0,0,0,0
14464,1,0,0,0
14465,0,0,1,0
14466,0,1,1,0
14467,1,0,1,1
14468,1,0,1,0
14469,0,1,0,1
14470,1,0,0,1
14471,1,0,1,1
14472,0,0,1,1
14473,0,1,0,0
14474,1,0,1,1
14475,1,0,1,0
14476,1,1,1,1
14477,0,0,1,0
14478,0,1,1,1
14479,0,1,0,0
14480,0,1,1,1
14481,0,0,0,0
14482,1,0,1,0
14483,1,0,0,0
14484,0,1,1,1
14485,1,0,0,1
14486,1,0,0,1
14487,0,0,0,1
14488,0,0,1,1
14489,1,1,0,0
14490,0,0,1,1
14491,1,0,1,0
14492,1,1,0,1
14493,0,1,1,0
14494,0,0,1,1
14495,1,0,1,0
14496,0,0,1,1
14497,0,0,0,1
14498,1,0,0,1
14499,0,1,0,0
14500,0,1,1,1
14501,0,1,0,0
14502,1,0,1,1
14503,0,1,1,0
14504,0,0,0,1
14505,1,1,1,1
14506,1,1,1,1
14507,1,1,0,0
14508,1,1,0,1
14509,0,1,0,0
14510,1,0,1,1
14511,1,0,1,0
14512,1,0,0,1
14513,1,1,0,1
14514,1,0,1,1
14515,1,0,1,1
14516,0,1,0,1
14517,1,1,1,0
14518,1,0,0,1
14519,1,0,0,1
14520,0,1,0,0
14521,0,1,1,0
14522,0,0,1,1
14523,1,1,0,1
14524,0,1,0,0
14525,1,1,1,0
14526,0,0,1,1
14527,0,0,0,0
14528,1,0,1,0
14529,0,0,0,0
14530,0,0,0,0
14531,1,0,0,0
14532,1,1,0,1
14533,0,0,0,0
14534,0,1,0,0
14535,1,1,0,1
14536,0,0,1,1
14537,1,1,1,0
14538,1,1,0,0
14539,1,0,0,0
14540,1,1,0,0
14541,1,1,0,0
14542,1,0,0,0
14543,0,0,0,1
14544,0,1,1,1
14545,1,0,1,0
14546,1,1,0,0
14547,1,1,0,1
14548,1,0,1,0
14549,1,0,0,0
14550,0,0,1,0
14551,1,1,1,0
14552,1,1,1,1
14553,0,1,0,0
14554,0,0,1,1
14555,1,1,0,1
14556,1,1,1,0
14557,1,0,0,1
14558,1,0,1,1
14559,0,0,1,1
14560,1,1,0,0
14561,1,1,0,0
14562,1,0,1,1
14563,1,1,0,1
14564,1,0,1,0
14565,1,0,0,1
14566,1,1,1,1
14567,0,1,0,0
14568,0,0,0,0
14569,0,1,0,1
14570,0,1,1,0
14571,1,0,0,1
14572,1,0,1,1
14573,0,1,0,1
14574,0,0,1,1
14575,0,0,0,1
14576,0,1,0,1
14577,1,0,0,0
14578,0,0,1,0
14579,1,0,1,0
14580,0,0,1,0
14581,1,0,0,1
14582,1,1,1,0
14583,1,0,1,1
14584,1,1,1,1
14585,0,0,0,1
14586,1,1,1,0
14587,1,0,1,0
14588,0,1,1,0
14589,1,1,1,0
14590,1,0,1,0
14591,0,0,1,1
14592,0,0,1,0
14593,1,0,1,1
14594,1,1,1,1
14595,0,0,0,1
14596,0,0,0,0
14597,0,0,0,0
14598,1,0,0,1
14599,1,0,0,0
14600,0,1,1,0
14601,0,1,1,1
14602,0,1,1,1
14603,1,1,1,0
14604,1,1,1,1
14605,0,1,1,0
14606,1,0,0,0
14607,0,1,1,1
14608,0,0,0,1
14609,1,0,1,1
14610,1,1,1,1
14611,1,1,0,0
14612,1,1,1,1
14613,1,0,0,1
14614,0,0,0,0
14615,0,1,0,0
14616,1,1,1,1
14617,1,1,1,1
14618,0,1,0,1
14619,0,1,0,0
14620,0,0,0,1
14621,1,1,1,1
14622,1,0,1,0
14623,1,0,0,0
14624,1,1,0,1
14625,1,1,1,1
14626,1,0,1,0
14627,1,0,1,0
14628,1,1,1,1
14629,0,0,1,1
14630,1,1,1,0
14631,1,0,1,1
14632,0,0,1,1
14633,1,1,1,0
14634,0,1,1,0
14635,1,1,0,0
14636,1,1,0,0
14637,1,1,0,0
14638,0,0,1,1
14639,0,1,0,0
14640,0,1,0,0
14641,1,1,0,0
14642,0,0,0,0
14643,1,1,0,1
14644,0,1,0,1
14645,1,1,1,1
14646,0,1,0,0
14647,0,0,0,1
14648,1,0,0,0
14649,0,1,0,1
14650,0,1,1,1
14651,0,0,1,1
14652,0,0,0,1
14653,1,1,0,0
14654,0,0,0,0
14655,0,1,0,1
14656,0,1,1,1
14657,1,0,1,0
14658,1,1,1,1
14659,1,0,0,1
14660,1,0,0,1
14661,1,1,1,1
14662,1,0,0,0
14663,1,0,0,0
14664,1,1,1,0
14665,0,0,0,1
14666,0,0,0,1
14667,0,1,1,0
14668,1,1,1,1
14669,0,0,1,0
14670,1,1,0,1
14671,1,1,0,0
14672,1,1,1,1
14673,0,0,1,0
14674,1,0,0,0
14675,0,0,0,1
14676,1,0,0,1
14677,1,0,1,0
14678,1,1,0,1
14679,1,1,0,1
14680,1,1,1,0
14681,0,0,0,0
14682,0,0,0,0
14683,1,1,1,1
14684,1,0,0,0
14685,1,0,1,0
14686,1,1,0,0
14687,1,0,0,0
14688,0,1,1,1
14689,1,0,1,0
14690,0,1,1,1
14691,0,1,1,0
14692,1,0,0,0
14693,1,0,0,0
14694,0,1,0,1
14695,1,0,1,0
14696,0,0,1,0
14697,1,0,1,1
14698,0,1,0,0
14699,1,1,0,0
14700,0,0,0,1
14701,1,1,0,0
14702,1,0,1,0
14703,0,0,1,1
14704,0,0,0,1
14705,1,1,1,0
14706,0,0,1,1
14707,0,0,0,1
14708,0,0,0,0
14709,0,1,1,0
14710,0,1,0,1
14711,1,0,0,0
14712,0,0,1,1
14713,1,0,0,1
14714,1,0,0,0
14715,0,1,1,1
14716,1,0,0,1
14717,1,0,0,0
14718,1,0,1,0
14719,1,1,0,0
14720,0,1,1,1
14721,1,0,0,1
14722,1,0,0,1
14723,1,1,1,0
14724,0,0,0,1
14725,1,1,0,0
14726,0,1,0,1
14727,1,1,0,0
14728,0,0,0,0
14729,1,0,0,0
14730,1,0,1,0
14731,1,1,1,1
14732,0,0,0,0
14733,1,1,0,1
14734,0,1,1,0
14735,0,0,0,0
14736,1,0,0,1
14737,0,1,0,1
14738,1,1,1,1
14739,0,1,0,0
14740,1,0,1,1
14741,1,1,1,0
14742,0,0,1,1
14743,1,0,1,0
14744,1,1,1,0
14745,1,1,1,0
14746,1,1,0,1
14747,0,1,0,1
14748,0,0,1,1
14749,0,1,1,1
14750,1,0,1,0
14751,0,0,0,0
14752,0,1,0,0
14753,1,0,0,0
14754,0,0,1,1
14755,0,0,0,1
14756,0,1,0,0
14757,1,1,0,0
14758,1,1,1,0
14759,0,0,0,1
14760,0,0,1,1
14761,0,1,1,0
14762,0,0,1,1
14763,0,0,1,0
14764,1,1,0,0
14765,1,1,1,0
14766,1,0,0,0
14767,0,1,1,0
14768,1,0,1,1
14769,0,1,1,0
14770,0,1,1,1
14771,1,1,0,0
14772,0,0,0,1
14773,1,1,1,0
14774,0,0,1,0
14775,0,1,1,0
14776,0,1,0,1
14777,0,1,1,0
14778,0,0,0,0
14779,0,0,0,0
14780,1,1,0,0
14781,0,1,1,1
14782,0,1,0,0
14783,1,1,1,0
14784,0,0,1,1
14785,1,1,0,1
14786,0,1,0,1
14787,1,1,1,1
14788,1,1,0,0
14789,0,1,0,1
14790,0,1,0,1
14791,1,1,0,0
14792,1,0,1,0
14793,0,1,0,0
14794,0,1,0,0
14795,1,1,1,1
14796,0,1,0,1
14797,0,0,1,1
14798,0,0,1,1
14799,0,1,1,0
14800,0,0,1,0
14801,1,1,0,0
14802,0,0,1,1
14803,1,1,1,0
14804,1,0,0,1
14805,1,0,1,0
14806,0,1,1,0
14807,0,0,1,0
14808,0,1,1,0
14809,1,0,1,0
14810,1,1,1,1
14811,0,1,1,0
14812,1,1,1,0
14813,1,0,0,0
14814,0,0,1,1
14815,0,1,0,1
14816,0,1,0,1
14817,0,0,1,1
14818,1,1,0,0
14819,1,0,1,1
14820,1,1,0,1
14821,1,0,0,0
14822,0,1,0,0
14823,1,0,0,0
14824,1,1,0,1
14825,1,1,1,0
14826,0,1,1,0
14827,0,1,1,1
14828,1,1,0,1
14829,1,1,1,1
14830,1,1,0,1
14831,1,0,0,0
14832,1,0,0,0
14833,0,1,1,1
14834,1,1,0,1
14835,0,0,1,0
14836,1,1,0,1
14837,0,1,1,0
14838,1,1,0,1
14839,0,1,0,1
14840,0,0,0,1
14841,0,1,1,1
14842,0,1,1,0
14843,0,1,0,0
14844,1,0,0,1
14845,0,0,1,1
14846,0,0,0,1
14847,1,0,1,1
14848,1,1,0,0
14849,1,0,1,1
14850,1,0,1,0
14851,1,0,0,1
14852,0,1,0,1
14853,1,1,1,1
14854,0,0,0,1
14855,1,0,0,1
14856,0,1,1,0
14857,0,0,1,1
14858,0,1,0,0
14859,0,0,0,1
14860,0,0,0,1
14861,0,0,1,0
14862,1,1,0,0
14863,1,1,1,0
14864,1,1,1,0
14865,1,1,1,0
14866,1,1,1,0
14867,0,1,1,0
14868,1,1,1,0
14869,0,1,1,0
14870,1,0,1,0
14871,1,0,0,1
14872,0,0,0,1
14873,0,0,1,1
14874,1,0,0,1
14875,0,0,0,0
14876,1,1,0,0
14877,0,1,0,0
14878,1,0,0,1
14879,1,1,0,1
14880,1,0,1,1
14881,0,1,1,1
14882,0,1,1,1
14883,0,0,0,0
14884,0,0,1,1
14885,1,0,1,1
14886,0,1,1,1
14887,0,0,0,1
14888,1,0,1,1
14889,0,0,1,1
14890,1,0,0,1
14891,1,0,0,0
14892,1,0,1,1
14893,1,1,1,1
14894,0,1,0,1
14895,1,0,1,0
14896,0,1,1,0
14897,0,1,1,0
14898,0,0,1,1
14899,0,1,0,0
14900,1,1,0,1
14901,0,0,0,1
14902,1,0,1,0
14903,0,0,0,0
14904,1,1,0,1
14905,1,1,1,1
14906,0,1,0,1
14907,1,1,0,1
14908,0,0,1,1
14909,0,1,1,1
14910,1,1,1,0
14911,0,1,1,1
14912,1,0,1,1
14913,1,0,1,1
14914,0,1,1,0
14915,1,1,1,1
14916,1,1,1,1
14917,1,1,1,0
14918,0,1,0,0
14919,1,0,0,1
14920,1,0,1,0
14921,0,0,0,1
14922,0,0,0,1
14923,1,0,0,0
14924,0,1,1,0
14925,0,1,0,1
14926,0,0,1,0
14927,1,1,1,1
14928,1,1,0,0
14929,0,1,1,0
14930,0,0,1,1
14931,0,1,1,0
14932,1,0,1,0
14933,0,1,1,0
14934,1,0,0,0
14935,0,1,0,1
14936,0,0,0,1
14937,1,0,1,1
14938,0,1,1,0
14939,1,1,0,0
14940,1,1,0,1
14941,1,1,1,0
14942,0,1,1,1
14943,0,1,1,1
14944,1,0,1,0
14945,0,1,0,0
14946,0,1,1,0
14947,0,1,1,0
14948,0,0,0,1
14949,0,0,1,0
14950,1,0,0,0
14951,1,1,0,1
14952,0,0,1,0
14953,1,0,1,0
14954,1,1,1,0
14955,0,0,1,1
14956,1,1,1,1
14957,1,0,1,0
14958,1,0,0,1
14959,0,0,1,1
14960,0,0,0,0
14961,1,0,1,0
14962,0,0,1,1
14963,0,0,1,1
14964,1,0,0,1
14965,0,0,0,0
14966,1,0,0,1
14967,1,0,0,1
14968,0,0,0,0
14969,1,0,1,0
14970,1,1,1,1
14971,1,0,1,1
14972,0,1,1,0
14973,1,1,0,0
14974,0,1,0,0
14975,0,1,1,1
14976,1,1,0,0
14977,0,1,1,1
14978,0,0,0,1
14979,1,0,1,1
14980,1,1,0,0
14981,1,1,0,0
14982,1,0,0,0
14983,1,1,0,0
14984,1,1,0,0
14985,1,1,1,1
14986,1,0,1,0
14987,0,1,0,0
14988,1,1,0,1
14989,0,0,0,0
14990,1,1,1,0
14991,1,0,1,1
14992,0,0,1,0
14993,0,0,1,1
14994,1,0,0,0
14995,1,0,0,1
14996,1,1,1,1
14997,1,1,0,1
14998,1,0,1,1
14999,1,1,1,1
15000,0,0,0,1
15001,0,0,1,1
15002,1,1,0,0
15003,0,1,1,0
15004,0,1,1,1
15005,1,0,1,0
15006,0,0,1,1
15007,0,1,0,0
15008,0,1,0,1
15009,0,1,1,1
15010,1,0,1,0
15011,1,0,0,1
15012,0,1,0,1
15013,1,0,1,0
15014,1,0,0,1
15015,1,0,0,0
15016,1,0,1,0
15017,0,1,1,0
15018,1,1,1,0
15019,0,0,1,1
15020,1,0,0,0
15021,0,1,1,1
15022,1,0,0,1
15023,0,0,0,1
15024,0,1,0,1
15025,1,0,0,1
15026,1,1,1,1
15027,1,1,1,0
15028,1,1,1,1
15029,0,0,1,1
15030,0,1,0,0
15031,1,0,1,0
15032,0,0,0,0
15033,1,1,1,1
15034,0,1,1,0
15035,0,1,0,1
15036,0,1,1,1
15037,0,0,1,0
15038,1,0,0,1
15039,0,0,0,0
15040,0,0,0,1
15041,1,0,1,0
15042,1,1,0,1
15043,1,0,0,0
15044,0,0,1,0
15045,1,1,0,0
15046,1,0,1,0
15047,0,1,1,0
15048,1,1,0,1
15049,1,0,0,0
15050,0,0,1,0
15051,1,1,0,1
15052,0,0,0,1
15053,0,1,0,0
15054,0,1,1,0
15055,0,1,1,0
15056,1,0,1,1
15057,1,0,1,1
15058,0,0,1,1
15059,1,1,0,0
15060,0,1,0,0
15061,1,0,0,1
15062,1,1,1,0
15063,0,1,0,1
15064,0,0,1,1
15065,0,1,1,0
15066,1,1,1,0
15067,0,1,1,1
15068,1,1,1,1
15069,1,0,0,1
15070,1,0,1,1
15071,1,1,1,1
15072,0,0,1,0
15073,1,1,0,0
15074,0,0,1,0
15075,1,0,0,1
15076,0,0,0,0
15077,0,0,1,0
15078,1,1,0,1
15079,1,1,0,0
15080,1,1,0,1
15081,0,1,0,0
15082,1,0,1,1
15083,0,0,1,1
15084,0,0,1,0
15085,1,0,0,1
15086,0,1,1,0
15087,1,1,0,0
15088,0,1,0,0
15089,1,0,1,0
15090,1,0,1,1
15091,0,0,0,0
15092,1,0,0,0
15093,1,0,0,0
15094,0,0,0,1
15095,1,1,0,0
15096,1,1,1,1
15097,0,0,1,0
15098,1,1,1,0
15099,1,1,1,0
15100,1,1,0,1
15101,1,0,1,1
15102,0,0,1,0
15103,0,0,0,1
15104,1,0,0,0
15105,1,1,1,1
15106,1,0,1,0
15107,0,0,0,0
15108,0,0,1,0
15109,0,1,0,0
15110,0,1,1,1
15111,1,0,0,1
15112,1,1,0,0
15113,0,0,0,1
15114,1,1,0,0
15115,1,0,0,0
15116,1,0,1,0
15117,1,1,0,0
15118,0,1,0,1
15119,1,0,0,1
15120,1,1,0,0
15121,1,0,1,1
15122,0,0,1,1
15123,1,0,1,1
15124,0,1,0,0
15125,0,0,0,1
15126,0,1,0,1
15127,1,0,1,0
15128,0,0,0,0
15129,0,0,0,0
15130,0,0,0,0
15131,0,0,0,0
15132,1,1,0,0
15133,0,0,0,0
15134,1,1,1,0
15135,0,1,0,1
15136,1,1,0,0
15137,0,0,0,1
15138,0,0,1,0
15139,0,1,1,1
15140,0,1,1,1
15141,1,1,1,0
15142,1,0,0,0
15143,0,1,1,0
15144,0,0,1,1
15145,1,0,1,0
15146,0,1,1,0
15147,0,1,1,0
15148,1,1,1,0
15149,0,0,1,1
15150,1,0,1,0
15151,1,1,0,1
15152,1,0,0,1
15153,0,0,0,0
15154,0,0,1,0
15155,1,1,1,1
15156,1,0,1,0
15157,0,1,1,0
15158,1,1,0,1
15159,1,0,1,0
15160,0,1,1,0
15161,1,0,0,1
15162,1,0,0,0
15163,1,1,0,1
15164,1,0,0,0
15165,0,0,1,1
15166,1,0,1,0
15167,1,1,1,0
15168,0,1,0,0
15169,0,0,1,0
15170,0,1,0,1
15171,1,0,1,0
15172,1,1,0,1
15173,0,0,0,1
15174,1,0,0,0
15175,0,0,0,1
15176,0,1,1,0
15177,0,0,1,1
15178,0,1,0,1
15179,1,0,1,1
15180,1,0,1,0
15181,0,0,1,1
15182,1,1,1,1
15183,1,0,0,1
15184,0,0,0,0
15185,1,1,0,1
15186,0,0,1,0
15187,1,0,0,1
15188,1,1,1,0
15189,0,1,0,0
15190,1,1,1,1
15191,0,1,0,0
15192,1,1,1,1
15193,1,1,0,1
15194,1,1,0,0
15195,1,0,0,1
15196,0,1,0,1
15197,1,0,1,1
15198,1,0,0,0
15199,0,1,1,1
15200,1,1,1,1
15201,1,1,0,0
15202,0,0,0,0
15203,0,1,0,1
15204,1,0,1,1
15205,1,1,0,1
15206,0,0,0,0
15207,0,1,1,0
15208,1,1,0,0
15209,1,0,1,0
15210,0,0,1,0
15211,0,0,1,1
15212,0,1,1,1
15213,0,0,0,0
15214,1,1,0,0
15215,1,0,0,0
15216,0,0,1,0
15217,0,0,1,0
15218,1,0,1,0
15219,0,1,1,1
15220,1,1,1,1
15221,1,1,1,0
15222,1,0,1,0
15223,0,1,0,1
15224,1,0,1,1
15225,0,0,0,1
15226,0,1,0,0
15227,1,0,1,1
15228,0,0,1,0
15229,1,0,1,0
15230,0,0,0,1
15231,0,0,0,1
15232,0,1,1,0
15233,0,0,1,1
15234,1,1,1,0
15235,1,1,0,0
15236,0,0,0,0
15237,0,1,0,1
15238,0,0,1,1
15239,1,0,1,0
15240,0,1,0,0
15241,1,0,0,1
15242,0,0,0,0
15243,1,1,0,1
15244,1,1,1,0
15245,1,1,0,1
15246,1,0,1,0
15247,1,0,1,0
15248,1,1,0,1
15249,1,1,1,1
15250,0,1,0,1
